,Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules
116,sampleBatchSizeUnit,The unit of measurement for number of samples in a batch,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherSampleBatchSizeUnit",,dataProperty,,,,Sage Bionetworks,
117,specifySampleBatchSizeUnits,"If ""other"" list the unit of measure",,,dataProperty,,,,Sage Bionetworks,
118,acquisitionBatchID,"Acquisition batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,,dataProperty,,,,Sage Bionetworks,
119,acquisitionBatchSize,The number of samples,,,dataProperty,,,,Sage Bionetworks,
120,acquisitionBatchSizeUnit,The unit of measurement for number of samples in a batch,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherAcquisitionBatchSizeUnit",,dataProperty,,,,Sage Bionetworks,
121,specifyAcquisitionBatchSizeUnits,"If ""other"" list units of measure",,,dataProperty,,,,,
122,processingBatchID,"Processing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,,dataProperty,,,,Sage Bionetworks,
123,processingBatchSize,The number of samples,,,dataProperty,,,,Sage Bionetworks,
124,processingBatchSizeUnit,The unit of measurement for number of samples in a batch,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherProcessingBatchSizeUnit",,dataProperty,,,,Sage Bionetworks,
125,specifyProcessingBatchSizeUnit,"If ""other"" list units of measure",,,dataProperty,,,,Sage Bionetworks,
126,dataFile,"The data file provides the name of the raw file generated by the instrument. The data files can be instrument raw files but also converted peak lists such as mzML, MGF or result files like mzIdentML.","Unknown,Not collected,Not applicable,Not Specified",,dataProperty,,,,Proteomics Sample Metadata,
127,specifyExtractionMethod,"If ""other"" list the name of the extraction method",,,dataProperty,,,,Sage Bionetworks,
128,protoemicsAssayType,Type of peptide quantification used (ex. Label Free),"Label Free,TMT,ITRAQ,SILAC,Targeted Absolute Quantitation,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,DSLWG,https://www.ebi.ac.uk/ols/ontologies/pride/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FPRIDE_0000514&viewMode=All&siblings=false",
129,specifyProteomicsAssayType,"If ""other"" is selected list the name of the type of peptide quantification used",,,dataProperty,,,,Sage Bionetworks,
130,digestionMethod,"The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion"")","in-solution,in-gel,OtherDigestionMethod,Unknown,Not collected,Not applicable,",,dataProperty,,,,"Sage Bionetworks,DSLWG",
131,specifyDigestionMethod,"If ""other"" list the type of digestion",,,dataProperty,,,,Sage Bionetworks,
132,fractionIdentifier,"Identifier string that describes the sample fraction. This identifier should contain the fraction number(s) or similar information. (It MUST start from 1; if the experiment is not fractionated, 1 MUST be used for each MSRun (assay).",,,dataProperty,,,,"Sage Bionetworks,The Proteomics Sample Metadata Project,MS Ontology",
133,modificationParameters,Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],"Possible values are listed under modification parameters,OtherModificationParameters,Unknown,Not collected,Not applicable,Not Specified",,dataProperty,,,,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,
134,specifyOtherModificationParameters,"If ""other"" is selected, list the custom modification name. We recommend using an intuitive name",,,dataProperty,,,,Sage Bionetworks,
135,cleavageAgents,Name(s) of the enzyme used,"Possible values are listed under the cleavage agent nameOtherCleavageAgents,Unknown,Not collected,Not applicable,Not Specified",,dataProperty,,,,Proteomics Sample Metadata,
136,specifyOtherCleavageAgent,"If ""other"" is selected, list the enzyme name. ",,,dataProperty,,,,Sage Bionetworks,
137,fragmentMassTolerance,"Units of measure are Da or ppm (ex. ""0.6 Da"" or ""20 ppm"")",,,dataProperty,,,,Proteomics Sample Metadata,
138,precursorMassTolerance,"Units of measure are Da or ppm (ex. ""0.6 Da"" or ""20 ppm"")",,,dataProperty,,,,Proteomics Sample Metadata,
139,individualID,"Identifying string linked to the individual or animal being studied, provided by the data contributor",,,dataProperty,,,,Sage Bionetworks,
140,specimenType,Type of biological material comprising the Specimen,"blood,Plasma,Urine,Saliva,stool,Serum,tissue,swabs,Sputum,Cerebrospinal Fluid (CSF),organoid,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
141,assay,The analysis or technology used to generate the data in this file,TBD,,dataProperty,,,,Sage Bionetworks,
142,specimenAge,The subject's age at the time of specimen extraction is the individual's age (since birth) at the time a given specimen was extracted. Measured as age in years.,"Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
143,samplingAge,"The calculated age of the sample, measurement is determined or coded by the data contributor. ","Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
144,organ,Indicate the organ the specimen is from,"NCI values (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,http://purl.obolibrary.org/obo/NCIT_C13018,
145,tissue,Indicate the tissue the specimen is from,"NCI values (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,http://purl.obolibrary.org/obo/NCIT_C12801,
146,tissueVolume,The volume of the tissue sample. Measured in microliters.,"Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
147,tissueWeight,The mass of the tissue specimen. Measured in mg.,"Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
148,specimenSource,Indicate the biological area of the specimen,"Human Reference Atlas values (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004537&lang=en&viewMode=PreferredRoots&siblings=false,
149,nucleicAcidSource,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.","bulk cell,single cell,bulk nuclei,single nucleus,mitochondria,sorted cells,sorted nuclei,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
150,cellType,Indicate the cell type. ,"CCF-BSO values (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"https://bioportal.bioontology.org/ontologies/CCF/p=classes&conceptid=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://www.ebi.ac.uk/ols/ontologies/ccf/termsiri=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type",
151,fastingState,Was individual fasting when the sample was taken (true/false),"True,False,Other,Uknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
152,isPostMortem,Was the sample taken after death (true/false),"True,False,Other,Uknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
153,specimenIdSource,"The repository or database to which a specimenID maps; or, the group or lab that generated the specimen. For cell culture studies, the commercial source or lab that generated the cells.",,,dataProperty,,,,Sage Bionetworks,
154,dataGenerationSite,The place where data from a particular specimen was generated.,,,dataProperty,,,,Sage Bionetworks,
155,parentSpecimenID,"Unique identifier for the direct Parent from which the Specimen was derived, processed, pooled, etc. (if applicable)",,,dataProperty,,,,Sage Bionetworks,
156,parentSpecimenType,Type of biological material comprising the Parent Specimen (if applicable),,,dataProperty,,,,Sage Bionetworks,
157,laboratoryProcedure,Procedure by which the Specimen was derived from Parent Specimen (if applicable),,,dataProperty,,,,Sage Bionetworks,
158,cohort,Name of the cohort the individual belongs to,"Centenarian,US Family,Denmark Family,The Osteoporotic Fractures in Men (MrOS) Study,Study of Osteoporotic Fractures (SOF),The Health,Aging,and Body Composition Study (HealthABC),Cardiovascular Health Study (CHS),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
159,studyCode,"Unique identifier for the study, assigned by the DCC","LC,LG,ILO,LLFS",,dataProperty,,,,Sage Bionetworks,
160,fieldCenterCode,Name of the field center ,"BU,PT,NY,DK,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
161,visitCode,"Indicate which longitudinal visit for the individual the data comes from, provided by the data contributor's data dictionary",",Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
162,countryCode,"Indicate the geographic region for the individual (shown as ex. ""840"")","World Bank country codes (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,
163,consentGroupID,"Indicate the consent group for the individual, provided by the data contributor's data dictionary",",Other,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
164,speciesGroup,The taxonomic ranking including both species and subspecies the individual belongs to.,"Human,Rodent,Bird,Mammal,Primate,Other,UnknownNot collected,Not applicable",,dataProperty,,,,"https://ontobee.org/ontology/NCITiri=http://purl.obolibrary.org/obo/NCIT_C62690https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,",
165,sex,The biological sex of the individual,"Male,Female,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249",
166,race,Race of individual,"White,Black or African American,Asian,American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,Multiracial,Other race,Prefer not to answer,Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249,https://jamanetwork.com/pages/inclusive-language,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d",
167,ethnicity,Ethnicity of individual,"Not Hispanic or latinoEthnicity,Hispanic or latinoEthnicity,Prefer not to answer,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249",
168,ethnicGroupCode,"A coded value specifying the self-declared ethnic origination independent of racial origination, provided by the data contributor's data dictionary",,,dataProperty,,,,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsfdictionary=NCI_Thesaurus&version=23.04d&code=C93563&ns=ncit&type=properties&key=1040179992&b=1&n=0&vse=null,
169,age,"Age of the individual (age in years of the individual at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.)","Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,",
170,diagnosisStatus,"Whether the individual has been diagnosed with a condition or disease (physical and/or cognitive), ""True"" indicates the individual has been diagnosed","TrueDiagnosisStatus,False,Unknown,Not collected,Not applicable",,dataProperty,,,,Sage Bionetworks,
171,diagnosis,Indicate the disease or condition.,"HPO,MONDO,MAXO codes or labels (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"https://www.ebi.ac.uk/ols/ontologies/mondo,https://www.ebi.ac.uk/ols/ontologies/maxo,https://www.ebi.ac.uk/ols/ontologies/hp",
172,taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")","NCBI taxonomy values (not listed for purposes of this RFC),Unknown,Not collected,Not applicable",,dataProperty,,,,"https://www.ncbi.nlm.nih.gov/taxonomy,http://edamontology.org/data_1179,http://purl.obolibrary.org/obo/TAXRANK_0000010",
173,speciesName,"The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.","NCBI taxonomy values (not listed for purposes of this RFC),Unknown,Not collected,Not applicable",,dataProperty,,,,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1045,
174,commonName,"The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ","Genbank common names (not listed for purposes of this RFC)Unknown,Not collected,Not applicable",,dataProperty,,,,https://www.ebi.ac.uk/ols/ontologies/edam/termsiri=http%3A%2F%2Fedamontology.org%2Fdata_1874,
175,lifeStage,The life stage of the individual. note: Other values are possible depending on life stage terminology for individual species. Please let the data curation team know.,"Juvenile,Post-Juvenile,Adult,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"Biological Collections Ontology,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=range%3A%20female%3B%20male-,life%20stage,-The%20life%20stage,https://www.ebi.ac.uk/ols/ontologies/pato",
176,speciesAge,"Age of individual (formatted in months, ex. ""72 months""). note: Uncertainty about the age might require recording age by specifying a lower and upper estimate in months for the age of the animal.","Unknown,Not collected,Not applicable",,dataProperty,,,,"Sage Bionetworks,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-,age,-The%20age%20of",
177,captivityStatus,"The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.","CaptiveCaptivityStatus,Stranded,Wild,Other,Unknown,Not collected,Not applicable",,dataProperty,,,,"https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-,captivity%20status,-The%20status%20of",
178,captivityDuration,"The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.","Unknown,Not collected,Not applicable",,dataProperty,,,,"https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-,captivity%20duration,-The%20duration%20of",
179,OtherSampleType,"If ""other"" is selected list the type of sample",,specifySampleType,validValue,,,,Sage Bionetworks,
180,OtherMeasurementTechnique,"If ""other"" is selected list the name of the measurement technique used",,specifyMeasurementTechnique,validValue,,,,Sage Bionetworks,
181,OtherTechnologyPlatformVersion,"If ""other"" list the name of the platform version",,specifyPlatformVersion,validValue,,,,Sage Bionetworks,
182,OtherPlatformLocation,"If ""other"" list the name of the platform location",,specifyPlatformLocation,validValue,,,,Sage Bionetworks,
183,OtherDnaBatchSizeUnit,"If ""other"" list unit of measure",,specifyDNABatchSizeUnit,validValue,,,,Sage Bionetworks,
184,OtherLibraryPrep,"If ""other"" list the name of the general strategy used to prepare the library",,specifyLibraryPrep,validValue,,,,Sage Bionetworks,
185,OtherLibraryPreparationMethod,"If ""other"" list the name of the library preparation methods",,specifyLibraryPreparationMethod,validValue,,,,Sage Bionetworks,
186,OtherLibraryVersion,"If ""other"" list the name of the library version",,specifyLibraryVersion,validValue,,,,Sage Bionetworks,
187,OtherSequencingBatchSizeUnit,"If ""other"" list unit of measure",,specifySequencingBatchSizeUnit,validValue,,,,Sage Bionetworks,
188,OtherReadLengthUnits,"If ""other"" provide the unit of measure",,specifyReadLengthUnits,validValue,,,,Sage Bionetworks,
189,OtherRepositoryName,"If ""other"" list the name of the repository",,specifyRepositoryName,validValue,,,,Sage Bionetworks,
190,OtherTranscriptType,"If ""other"" list the transcript type",,specifyTranscriptType,validValue,,,,Sage Bionetworks,
191,OtherRnaBatchSizeUnit,"If ""other"" list unit of measure",,specifyRNABatchSizeUnit,validValue,,,,Sage Bionetworks,
192,YesUseReagent,"One or more identifiers, separated by a semicolon (;). The reagent identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,reagentID(s),validValue,,,,"Sage Bionetworks,ImmPort",
193,YesUseTreatment,"One or more identifiers, separated by a semicolon (;). The treatment identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,treatmentID(s),validValue,,,,"Sage Bionetworks,ImmPort",
194,OtherMetabolomics HumanmeasurementTechnique,"If ""other"" is selected list the name of the measurement technique used",,specifyMeasurementTechnique,validValue,,,,Sage Bionetworks,
195,OtherMsAnalyzerTypeMS1,"If ""other"" is selected list the name of the mass spectrometer analyzer used",,specifyMSAnalyzerTypeMS1,validValue,,,,Sage Bionetworks,
196,OtherMsAnalyzerTypeMS2,"If ""other"" is selected list the name of the mass spectrometer analyzer used",,specifyMSAnalyzerTypeMS2,validValue,,,,Sage Bionetworks,
197,OtherMsAssayTechnique,"If ""other"" is selected list the name of the mass spectrometer technique used or the name of the proteomics assay used",,specifyMSAssayTechnique,validValue,FASLSE,,,Sage Bionetworks,
198,TargetedMsTarget,the type of biospecimen subjected to analysis,"Protein,metabolite,Lipid,Other,Unknown,Not collected,Not applicable,Not Specified",msAnalyteType,validValue,,,,http://purl.obolibrary.org/obo/NCIT_C156434,
199,OtherMsAnalyteType,"If ""other"" list the type of analyte ",,specifyMSAnalyteType,validValue,,,,Sage Bionetworks,
200,OtherMsInstrumentModel,"If ""other"" is selected list the name of the instrument model",,specifyMSInstrumentModel,validValue,,,,Sage Bionetworks,
201,OtherSampleIntdocution,"If ""other"" list the name of the sample introduction",,specifySampleIntroduction,validValue,,,,Sage Bionetworks,
202,OtherDatabaseName,"If ""other"" list the name of the search database",,specifyDatabaseName,validValue,,,,Sage Bionetworks,
203,OtherDatabaseSource,"If ""other"" list the name of the database source",,specifyDatabaseSource,validValue,,,,Sage Bionetworks,
204,YesHasIonizationSource,Ion charge state (positive or negative-ion analysis),"Positive,Negative",ionProperty,validValue,,,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",
205,OtherVaccumPressureUnits,"If ""other"" provide the unit of measure",,specifyVacuumPressueUnits,validValue,,,,Sage Bionetworks,
206,OtherLensVoltageUnits,"If ""other"" provide the unit of measure",,specifyLensVoltageUnits,validValue,,,,Sage Bionetworks,
207,YesHasAssayControl,Control samples suitable for normalization and batch correction,"GIS,GoldenWest,NIST SRM 1950,AIBL pool,Baker pool,water plus Baker ISTD,study pool,internal standards,Other,Unknown,Not collected,Not applicable,Not Specified",controlType,validValue,,,,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,
208,OtherControlType,"If ""other"" specify the control type",,specifyControlType,validValue,,,,Sage Bionetworks,
209,OtherExperimentalBatchSizeUnit,"If ""other"" list units of measure",,specifyExperimentalBatchSizeUnits,validValue,,,,,
210,OtherBatchSizeUnit,"If ""other"" list the unit of measure",,specifyBatchSizeUnits,validValue,,,,Sage Bionetworks,
211,OtherSampleBatchSizeUnit,"If ""other"" list the unit of measure",,specifySampleBatchSizeUnits,validValue,,,,Sage Bionetworks,
212,OtherAcquisitionBatchSizeUnit,"If ""other"" list units of measure",,specifyAcquisitionBatchSizeUnits,validValue,,,,,
213,OtherProcessingBatchSizeUnit,"If ""other"" list units of measure",,specifyProcessingBatchSizeUnit,validValue,,,,Sage Bionetworks,
214,OtherExtractionMethod,"If ""other"" list the name of the extraction method",,specifyExtractionMethod,validValue,,,,Sage Bionetworks,
215,OtherProteomicsAssayType,"If ""other"" is selected list the name of the type of peptide quantification used",,specifyProteomicsAssayType,validValue,,,,Sage Bionetworks,
216,OtherDigestionMethod,"If ""other"" list the type of digestion",,specifyDigestionMethod,validValue,,,,Sage Bionetworks,
217,OtherModificationParameters,"If ""other"" is selected, list the custom modification name. We recommend using an intuitive name",,specifyOtherModificationParameters,validValue,,,,Sage Bionetworks,
218,OtherCleavageAgents,"If ""other"" is selected, list the enzyme name. ",,specifyOtherCleavageAgent,validValue,,,,Sage Bionetworks,
219,Hispanic or latinoEthnicity,"A coded value specifying the self-declared ethnic origination independent of racial origination, provided by the data contributor's data dictionary",,ethnicGroupCode,validValue,,,,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsfdictionary=NCI_Thesaurus&version=23.04d&code=C93563&ns=ncit&type=properties&key=1040179992&b=1&n=0&vse=null,
220,TrueDiagnosisStatus,Indicate the disease or condition.,"HPO,MONDO,MAXO codes or labels (not listed for purposes of this RFC),Other,Unknown,Not collected,Not applicable",diagnosis,validValue,,,,"https://www.ebi.ac.uk/ols/ontologies/mondo,https://www.ebi.ac.uk/ols/ontologies/maxo,https://www.ebi.ac.uk/ols/ontologies/hp",
221,CaptiveCaptivityStatus,"The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.","Unknown,Not collected,Not applicable",captivityDuration,validValue,,,,"https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-,captivity%20duration,-The%20duration%20of",
222,Aging,,,,validValue,FALSE,,,,
223,Baker pool,,,,validValue,FALSE,,,,
224,Cardiovascular Health Study (CHS),,,,validValue,FALSE,,,,
225,Denmark Family,,,,validValue,FALSE,,,,
226,False,,,,validValue,FALSE,,,,
227,MAXO codes or labels (not listed for purposes of this RFC),,,,validValue,FALSE,,,,
228,MONDO,,,,validValue,FALSE,,,,
229,Prefer not to answer,,,,validValue,FALSE,,,,
230,Study of Osteoporotic Fractures (SOF),,,,validValue,FALSE,,,,
231,The Health,,,,validValue,FALSE,,,,
232,The Osteoporotic Fractures in Men (MrOS) Study,,,,validValue,FALSE,,,,
233,US Family,,,,validValue,FALSE,,,,
234,Unknown,,,,validValue,FALSE,,,,
235,and Body Composition Study (HealthABC),,,,validValue,FALSE,,,,
236,water plus Baker ISTD,,,,validValue,FALSE,,,,
237,0x Visium Spatial Gene Expression,,,,validValue,FALSE,,,,
238,10x,,,,validValue,FALSE,,,,
239,10x Visium Spatial Gene Expression,,,,validValue,FALSE,,,,
240,16S rRNA gene sequencing,,,,validValue,FALSE,,,,
241,1D Gel,,,,validValue,FALSE,,,,
242,2D Gel,,,,validValue,FALSE,,,,
243,AFU,,,,validValue,FALSE,,,,
244,AI,,,,validValue,FALSE,,,,
245,AIBL pool,,,,validValue,FALSE,,,,
246,AU/ml,,,,validValue,FALSE,,,,
247,Accel-NGS 2S Plus,,,,validValue,FALSE,,,,
248,Accel-NGS Methyl-Seq,,,,validValue,FALSE,,,,
249,Adult,,,,validValue,FALSE,,,,
250,Affymetrix Genome-Wide Human SNP 6.0 Array,,,,validValue,FALSE,,,,
251,Affymetrix Human Gene 1.0 ST Array,,,,validValue,FALSE,,,,
252,Affymetrix Human Genome U133 Plus 2.0 Array,,,,validValue,FALSE,,,,
253,Affymetrix U133AB,,,,validValue,FALSE,,,,
254,Agilent 44Karray,,,,validValue,FALSE,,,,
255,American Indian or Alaska Native,,,,validValue,FALSE,,,,
256,Amniotic Fluid,,,,validValue,FALSE,,,,
257,Appendix,,,,validValue,FALSE,,,,
258,Array,,,,validValue,FALSE,,,,
259,ArrayExpress,,,,validValue,FALSE,,,,
260,Asian,,,,validValue,FALSE,,,,
261,B cell,,,,validValue,FALSE,,,,
262,B cell receptor repertoire sequencing assay,,,,validValue,FALSE,,,,
263,BGISEQ-500,,,,validValue,FALSE,,,,
264,BU,,,,validValue,FALSE,,,,
265,Basophils,,,,validValue,FALSE,,,,
266,Bionano Irys,,,,validValue,FALSE,,,,
267,Bird,,,,validValue,FALSE,,,,
268,Black or African American,,,,validValue,FALSE,,,,
269,Bone,,,,validValue,FALSE,,,,
270,Bone Marrow,,,,validValue,FALSE,,,,
271,Brachial lymph node,,,,validValue,FALSE,,,,
272,Breast Milk,,,,validValue,FALSE,,,,
273,Broad Single Cell Portal,,,,validValue,FALSE,,,,
274,Bronchoalveolar Lavage Fluid,,,,validValue,FALSE,,,,
275,Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS1,,,,validValue,FALSE,,,,
276,Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS2,,,,validValue,FALSE,,,,
277,C,,,,validValue,FALSE,,,,
278,CCF-BSO values (not listed for purposes of this RFC),,,,validValue,FALSE,,,,
279,CEL-seq,,,,validValue,FALSE,,,,
280,Carbohydrate,,,,validValue,FALSE,,,,
281,Cell Culture,,,,validValue,FALSE,,,,
282,Cell culture supernatant,,,,validValue,FALSE,,,,
283,Centenarian,,,,validValue,FALSE,,,,
284,Cerebrospinal Fluid,,,,validValue,FALSE,,,,
285,Cerebrospinal Fluid (CSF),,,,validValue,FALSE,,,,
286,Cervical lymph nodes,,,,validValue,FALSE,,,,
287,Cherry Imaging FACE Platform,,,,validValue,FALSE,,,,
288,Cherry Imaging TRACE Platform,,,,validValue,FALSE,,,,
289,Chromium Single Cell 3',,,,validValue,FALSE,,,,
290,Chromium X,,,,validValue,FALSE,,,,
291,Circular Dichroism,,,,validValue,FALSE,,,,
292,Colon,,,,validValue,FALSE,,,,
293,Colonic Lamina Propria,,,,validValue,FALSE,,,,
294,Convalescent Plasma,,,,validValue,FALSE,,,,
295,Cord blood,,,,validValue,FALSE,,,,
296,CyTOF,,,,validValue,FALSE,,,,
297,Cytometric Bead Array Assay,,,,validValue,FALSE,,,,
298,DDA-MS,,,,validValue,FALSE,,,,
299,DIA-MS,,,,validValue,FALSE,,,,
300,DK,,,,validValue,FALSE,,,,
301,DK units/ml,,,,validValue,FALSE,,,,
302,DNA,,,,validValue,FALSE,,,,
303,DNA methylation profiling assay,,,,validValue,FALSE,,,,
304,DNA microarray,,,,validValue,FALSE,,,,
305,DNALibraryConstruction,,,,validValue,FALSE,,,,
306,Days,,,,validValue,FALSE,,,,
307,Dendritic cell,,,,validValue,FALSE,,,,
308,Dermis,,,,validValue,FALSE,,,,
309,Dried Blood Spot,,,,validValue,FALSE,,,,
310,Drop-Seq,,,,validValue,FALSE,,,,
311,ELISA,,,,validValue,FALSE,,,,
312,ELISPOT,,,,validValue,FALSE,,,,
313,EMSA,,,,validValue,FALSE,,,,
314,ENA,,,,validValue,FALSE,,,,
315,EnVision 2103 Multiplate Reader,,,,validValue,FALSE,,,,
316,EndItDNAEndRepairKit,,,,validValue,FALSE,,,,
317,Endotracheal aspirate,,,,validValue,FALSE,,,,
318,Ensembl,,,,validValue,FALSE,,,,
319,Epithelium,,,,validValue,FALSE,,,,
320,Exome Sequencing,,,,validValue,FALSE,,,,
321,Exploris 240Exploris 480quadrupole time-of-flight,,,,validValue,FALSE,,,,
322,F,,,,validValue,FALSE,,,,
323,FIA-MSMS,,,,validValue,FALSE,,,,
324,FPKM,,,,validValue,FALSE,,,,
325,Feces,,,,validValue,FALSE,,,,
326,Female,,,,validValue,FALSE,,,,
327,Fibroblast,,,,validValue,FALSE,,,,
328,Flow Cytometry,,,,validValue,FALSE,,,,
329,FlowRepository,,,,validValue,FALSE,,,,
330,Fluorescent Antibody Procedure,,,,validValue,FALSE,,,,
331,ForwardReverse,,,,validValue,FALSE,,,,
332,GEO,,,,validValue,FALSE,,,,
333,GIS,,,,validValue,FALSE,,,,
334,GISAID,,,,validValue,FALSE,,,,
